"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"LPC O-22:0",-0.010643,-0.044199,0.042697,-0.014012,-0.074942,0.068426,0.004224,0.078208
"LPC O-24:0",-0.0016176,-0.091211,0.068643,-0.01425,-0.041067,0.032836,-0.054828,0.046057
"LPC O-24:1",0.01209,-0.0020028,0.045807,0.0012571,-0.079053,0.053113,-0.011829,-0.010993
"LPC P-16:0 or LPC O-16:1",-0.060183,-0.0070099,0.017415,-0.0080222,-0.066198,0.10451,-0.071215,0.029664
"LPC p-18:0",-0.051425,0.020431,-0.048297,0.050333,-0.099686,0.096739,-0.0078147,-0.015669
"LPC P-18:0 or LPC O-18:1",-0.025934,0.051946,-0.0043184,0.015477,-0.11692,0.13212,-0.0681,0.026182
"LPE 16:0",-0.077135,0.072096,-0.011014,0.048868,-0.067366,-0.037462,0.0060624,-0.038
"LPE 18:0",-0.087644,0.023099,-0.041142,0.052393,-0.030602,-0.058985,-0.029443,0.020647
"LPE 18:1",-0.063618,0.090174,0.0011373,0.010928,-0.0073861,-0.027123,-0.013842,-0.045561
"LPE 18:2",-0.026004,0.09096,-0.033484,-0.012103,0.038783,0.014271,0.019569,-0.01783
"LPE 20:4",-0.053429,0.14952,-0.072478,-0.105,0.066508,0.023185,-0.011403,-0.048369
"LPE 22:6",-0.020978,0.17541,-0.024443,-0.1528,0.030652,-0.011927,-0.018227,-0.015109
"LPE O-16:1",-0.086622,0.006328,-0.012529,0.0215,-0.029882,0.015815,0.057584,-0.0044871
"LPE O-18:1",-0.1014,0.035938,-0.028252,0.042409,-0.0025938,-0.045244,-0.018438,-0.0035153
"LPI 18:0",-0.0087639,0.097014,-0.021078,-0.0057379,-0.092513,0.065081,-0.059263,-0.045776
"LPS 18:0",-0.042674,0.097323,-0.01225,0.033439,-0.11067,0.1069,-0.04859,-0.046445
"MG 20:4",-0.08214,0.031679,0.0181,-0.02632,0.16051,-0.13703,0.026772,-0.010647
"MGDG 16:0_20:5",-0.034338,0.019747,-0.014456,-0.062894,-0.014728,0.036525,-0.010538,0.014075
"N-docosanoyl-4-sphingenyl-1-O-phosphorylcholine",-0.041291,-0.046736,0.055913,-0.068356,0.024122,0.036366,-0.059672,0.077534
"OxPC 36:3+1O",0.019999,-0.06736,0.089344,0.0034781,-0.054028,0.039001,-0.010239,-0.020231
"PA 18:1_18:1",-0.0056431,-0.016718,0.062302,-0.0042617,-0.046967,0.04631,-0.077532,-0.041792
"palmitoyl ethanolamide",-0.08508,0.087478,-0.081854,0.10074,-0.068317,0.076059,-0.022154,0.01548
"PC 14:0_16:1",0.017002,-0.071464,0.067723,0.046784,-0.057278,-0.052475,0.098808,-0.090282
"PC 16:0_14:0",0.013807,-0.070504,0.077076,0.03251,-0.10213,-0.060188,0.085055,-0.057975
"PC 16:0_18:2",0.01463,-0.047292,0.065131,-0.041084,-0.0047457,0.052085,-0.050936,0.010794
"PC 16:0_22:6",0.0075581,0.058266,0.048824,-0.10943,0.032666,-0.034882,-0.013922,0.047985
"PC 16:0_5-oxovaleryl",0.054615,-0.0027374,0.086228,-0.13221,-0.013355,-0.024003,0.035702,-0.0086696
"PC 16:0_azealic acid (PCPAz-PC)",0.064461,0.0014727,0.069138,-0.077219,-0.097217,0.086302,0.013044,-0.043518
"PC 16:0_glutaric acid",0.057994,-0.053768,0.104,-0.096821,-0.073328,0.0090166,-0.0044409,-0.015317
"PC 16:0/9:0 CHO",0.068621,0.04132,0.042097,-0.12861,-0.065239,0.079324,0.02183,-0.024543
"PC 18:0_18:1",0.0099576,-0.098868,0.081248,-0.022592,-0.013364,0.066617,-0.022812,-0.0252
"PC 19:1",-0.034281,-0.18418,0.052116,0.035417,0.02294,-0.03674,-0.017691,0.019557
"PC 19:2",-0.052455,-0.17507,0.022863,-0.0031628,0.040325,-0.0082231,-0.014162,0.052062
"PC 21:4",-0.048687,-0.10755,-0.050522,-0.027353,0.10554,-0.014161,-0.057159,0.069113
"PC 24:0",0.039037,-0.096047,0.11913,-0.013855,-0.099529,0.031474,0.0093806,-0.041016
"PC 28:0",0.018338,-0.064727,0.070533,0.061966,-0.10141,-0.096099,0.14165,-0.11063
"PC 29:0",-0.0011246,-0.062749,0.052385,0.033887,-0.082968,-0.041093,0.07806,-0.11212
"PC 30:0",-0.031264,-0.019452,0.043624,-0.020347,-0.042632,-0.010184,-0.017896,-0.019344
"PC 30:6",0.04003,0.099886,-0.002358,-0.083491,-0.032298,0.11787,0.0096952,-0.010159
"PC 31:0",-0.023615,-0.056379,0.056038,-0.038571,0.030439,-0.044201,0.052203,-0.025787
"PC 31:1",-0.00093928,-0.083155,0.07532,0.029651,-0.05012,-0.027861,0.084301,-0.032994
"PC 32:0",0.0016971,-0.090548,0.075978,-0.0098627,-0.049155,0.054525,-0.050679,0.035188
