"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"LNAPE 18:2/N-20:0",-0.00099305,0.040116,-0.032345,0.02404,0.026238,-0.012154,0.011068,0.013435
"LPC 14:0",-0.012831,0.015108,0.0010776,-0.06748,0.027576,0.1531,-0.16378,0.00078607
"LPC 15:0",0.003466,0.025557,0.015816,-0.058032,-0.0092147,0.12758,-0.15871,0.058626
"LPC 16:0",-0.079331,0.075747,-0.010107,-0.069183,-0.0048351,0.13376,-0.13441,0.069204
"LPC 16:1",-0.0062153,0.046864,0.032731,-0.067106,-0.030527,0.14474,-0.13883,0.018914
"LPC 17:0",-0.029663,0.036717,0.012566,-0.089913,-0.053219,0.11436,-0.1143,0.062831
"LPC 18:0",-0.073266,0.065826,0.0072119,-0.081272,-0.022368,0.13187,-0.085298,0.038218
"LPC 18:1",-0.073431,0.091314,0.016059,-0.085201,-0.017985,0.12203,-0.099205,0.030489
"LPC 18:2",-0.026718,0.068295,0.052295,-0.12224,0.016219,0.070454,-0.05938,-0.037767
"LPC 20:0",-0.022607,0.00097195,0.033352,-0.041584,-0.059349,0.12585,-0.053241,0.022187
"LPC 20:1",-0.024081,0.04123,0.05621,-0.05946,-0.072196,0.098587,-0.058351,0.10063
"LPC 20:2",0.042603,-0.030511,0.041136,-0.11119,-0.020599,0.058009,-0.062533,0.044869
"LPC 20:3",0.018222,-0.011183,0.065678,-0.14533,0.0494,0.10283,-0.06224,0.024524
"LPC 20:4",-0.0092056,0.025298,0.084831,-0.22138,0.10599,0.062928,-0.044742,-0.0073339
"LPC 20:5",-0.00029628,0.026526,0.071294,-0.11981,0.11732,0.087881,-0.067972,-0.13297
"LPC 22:6",0.01598,-0.0065514,0.087231,-0.17405,0.13688,-0.0035603,-0.080729,0.024692
"LPC 32:0",0.0092697,-0.0096247,0.011319,-0.000057621,-0.051934,0.012432,-0.023907,0.04836
"LPC O-16:0",-0.034925,0.017987,0.039622,-0.082646,-0.056319,0.14637,-0.1194,0.047909
"LPC O-20:1",0.057956,0.039291,-0.017077,-0.079112,-0.051858,0.060941,-0.017343,-0.014978
"LPC O-22:0",0.016752,0.01194,0.041512,0.0077679,-0.10411,0.077966,-0.041068,0.049125
"LPC O-24:0",-0.0075525,0.034667,0.027166,0.044805,-0.062242,0.079016,-0.023034,0.004825
"LPC O-24:1",0.017098,0.02266,0.052746,-0.0076159,-0.090853,0.071997,-0.070889,0.093616
"LPC P-16:0 or LPC O-16:1",-0.0089676,0.020512,0.074305,-0.084676,-0.067583,0.14327,-0.052221,0.0038339
"LPC p-18:0",-0.018666,-0.0069798,0.039223,-0.038918,-0.064028,0.14298,-0.096797,0.075686
"LPC P-18:0 or LPC O-18:1",-0.021603,0.040944,0.04568,-0.075561,-0.039864,0.1466,-0.10348,0.10258
"LPE 16:0",-0.0092648,-0.090979,0.049989,-0.0035742,-0.0058014,0.011386,-0.039359,0.088348
"LPE 18:0",0.0039633,-0.088322,0.051916,0.002402,-0.017699,0.047946,-0.0040256,0.032987
"LPE 18:1",-0.0075991,-0.087232,0.083448,-0.069313,0.0091239,0.02181,-0.024749,-0.0050443
"LPE 18:2",0.012784,-0.084749,0.066545,-0.084589,0.01797,0.054295,0.0051427,-0.019154
"LPE 20:4",-0.014094,-0.087723,0.093099,-0.15557,0.13119,-0.020847,0.01101,-0.028602
"LPE 22:6",-0.011029,-0.067983,0.062455,-0.11464,0.12089,0.0059393,-0.027673,0.023368
"LPE O-16:1",0.021631,-0.1031,0.089695,-0.037463,-0.022942,0.041151,-0.03558,-0.046676
"LPE O-18:1",0.00070817,-0.1174,0.077454,0.00093004,-0.027447,0.031432,0.022449,-0.067921
"LPI 18:0",0.011402,0.047548,-0.0053696,-0.07379,0.021563,0.085055,-0.11619,0.086489
"LPS 18:0",-0.058748,0.025056,0.016877,-0.05522,0.039039,0.094324,-0.13432,0.023716
"MG 20:4",0.017759,-0.088406,0.086911,-0.091922,0.028166,-0.083466,0.11395,-0.070149
"MGDG 16:0_20:5",-0.031443,0.019505,-0.019309,0.015673,0.0015691,-0.012052,-0.012695,0.065908
"N-docosanoyl-4-sphingenyl-1-O-phosphorylcholine",-0.04644,0.027415,0.0163,-0.036228,0.023964,-0.010197,0.048377,-0.0094344
"OxPC 36:3+1O",-0.039059,0.066524,-0.046359,0.016838,-0.010387,0.0034133,-0.049122,0.072568
"PA 18:1_18:1",0.0026803,0.0057727,-0.00064622,0.043598,0.021793,-0.045814,-0.0016364,0.070899
"palmitoyl ethanolamide",0.035436,-0.11802,0.061399,0.0047189,0.015843,0.018465,-0.053906,-0.00048394
"PC 14:0_16:1",0.03863,-0.0092839,-0.02907,-0.0082666,0.02155,0.084893,-0.07419,-0.086638
"PC 16:0_14:0",-0.080431,0.053549,-0.047284,0.026219,0.055331,0.028875,-0.080355,-0.037294
"PC 16:0_18:2",0.020387,0.01969,-0.012434,0.026231,0.025341,-0.043466,0.0039916,0.037201
"PC 16:0_22:6",0.060279,-0.001782,0.023571,-0.034583,0.072359,-0.13854,0.013738,0.0069028
"PC 16:0_5-oxovaleryl",-0.030082,0.12118,-0.11445,-0.033713,-0.017054,0.030604,-0.084466,-0.0010486
"PC 16:0_azealic acid (PCPAz-PC)",-0.057897,0.10389,-0.093199,-0.0031163,0.015268,0.029085,-0.10678,0.094378
"PC 16:0_glutaric acid",-0.045461,0.12242,-0.0971,-0.043074,-0.020235,0.059711,-0.1003,0.010403
"PC 16:0/9:0 CHO",-0.038339,0.11346,-0.1017,-0.052238,0.038999,0.050469,-0.10075,0.080516
"PC 18:0_18:1",-0.062571,0.072704,-0.028297,0.026881,-0.0050266,-0.016507,-0.012258,0.033282
"PC 19:1",0.024237,-0.006298,0.031516,0.14206,-0.14594,-0.033355,0.099537,-0.15578
"PC 19:2",-0.0059133,0.008322,0.032898,0.14625,-0.11512,-0.0585,0.11775,-0.14799
"PC 21:4",-0.038605,-0.044187,0.010774,0.085178,-0.022215,-0.081543,0.12861,-0.25718
"PC 24:0",-0.033465,0.091249,-0.082977,0.053624,-0.055517,0.037668,-0.090275,0.041494
"PC 28:0",-0.01853,0.017855,-0.04146,-0.0045625,0.060026,0.056323,-0.091836,-0.14211
"PC 29:0",-0.062801,0.025587,-0.013222,0.023659,-0.012001,0.04958,-0.095197,-0.0031821
"PC 30:0",-0.019671,0.031933,-0.016769,0.0077629,0.01344,0.0046235,-0.018129,0.046014
"PC 30:6",0.025832,0.045149,-0.054158,-0.076363,0.04985,0.062885,-0.061328,0.037352
"PC 31:0",-0.067919,0.033438,0.0078781,-0.0017931,-0.0017505,0.0071311,-0.013424,-0.0058726
"PC 31:1",0.0022892,-0.0025887,-0.02992,0.034434,-0.00021536,0.09838,-0.08539,-0.050645
"PC 32:0",-0.10857,0.072719,-0.021834,0.014353,0.0089982,-0.014572,-0.030005,0.04331
"PC 32:1",-0.068925,0.060456,-0.077315,0.055018,0.03974,0.045384,-0.076049,-0.017802
"PC 32:2",-0.028659,0.033556,-0.044067,0.0080571,0.060179,0.079344,-0.067416,-0.044679
"PC 33:0",-0.062005,0.03372,0.0046118,-0.0040169,-0.057068,0.033075,-0.018387,0.015148
"PC 33:1",-0.049306,0.073679,-0.061003,0.030519,-0.02163,0.026001,-0.058722,0.020456
"PC 33:2",-0.059898,0.067347,-0.017477,0.0033088,0.006539,0.017738,-0.019838,0.0020087
"PC 33:3",-0.032526,-0.030979,0.043607,0.0060081,0.014926,-0.033533,-0.047598,0.10965
"PC 34:0",-0.10503,0.052494,0.0022114,0.012955,-0.040493,0.017661,0.0042771,-0.004438
"PC 34:1",-0.056501,0.08027,-0.06151,0.030437,0.0051714,-0.022024,-0.038645,0.066579
"PC 34:2",0.024531,0.025154,-0.029636,0.011773,0.015928,-0.021483,0.0053133,0.021299
"PC 34:3 Isomer B",-0.067797,0.045697,-0.022581,0.0026702,0.082362,0.00065465,-0.031951,-0.0032861
"PC 34:4",-0.022956,0.03084,0.023308,-0.069763,0.083987,-0.0019692,-0.03683,-0.075079
"PC 35:1",-0.064473,0.078011,-0.043701,0.019571,-0.051938,0.0010402,-0.015607,0.0073855
"PC 35:2",0.041648,0.012313,0.003669,-0.028249,-0.043398,-0.019345,-0.0041911,0.044056
"PC 35:2 Isomer B",-0.04479,0.064352,-0.008044,-0.027249,-0.017477,0.012741,0.0365,-0.033096
"PC 35:3",-0.028626,0.044612,-0.016589,-0.0095206,0.032346,-0.025318,-0.031238,-0.0024555
"PC 35:4",0.027976,0.036458,-0.0040735,-0.032048,0.056562,-0.057315,0.043919,-0.042757
"PC 36:0",-0.10019,0.033901,-0.00057491,0.022458,-0.036662,0.0053839,0.0090673,-0.011318
