"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"MGDG 16:0_20:5",-0.011344,-0.019475,-0.0099219,0.074285,-0.022203,0.059035,-0.043803,0.084076
"N-docosanoyl-4-sphingenyl-1-O-phosphorylcholine",-0.048097,-0.054828,0.043859,-0.056039,0.025597,0.036767,-0.047302,0.063497
"OxPC 36:3+1O",0.057451,-0.075607,0.020554,0.02194,-0.081372,0.023645,-0.031422,0.056491
"PA 18:1_18:1",0.016357,0.0086009,-0.050809,0.030809,-0.051566,0.057332,-0.064862,0.018552
"palmitoyl ethanolamide",-0.054747,0.044484,-0.12669,0.089245,-0.080101,0.096137,0.0067766,-0.0070162
"PC 14:0_16:1",0.077606,0.011416,0.00035852,-0.043816,-0.0064842,-0.011232,0.04865,-0.018303
"PC 16:0_14:0",0.069804,0.043593,0.023015,-0.055269,0.0025631,0.022111,0.011825,-0.011108
"PC 16:0_18:2",0.019711,-0.045542,-0.024456,0.014699,-0.025435,0.021051,-0.025292,0.064515
"PC 16:0_22:6",-0.069075,-0.0051842,-0.0021633,-0.0055886,0.099602,-0.078005,0.0055981,0.011288
"PC 16:0_5-oxovaleryl",0.05356,-0.051936,-0.04097,0.0030175,0.17221,-0.040723,-0.0692,0.046045
"PC 16:0_azealic acid (PCPAz-PC)",0.078877,-0.02748,-0.051992,0.068569,0.034897,0.0044198,-0.051237,0.097995
"PC 16:0_glutaric acid",0.071473,-0.055764,-0.035318,-0.012298,0.12296,0.0015071,-0.070153,0.028651
"PC 16:0/9:0 CHO",0.046988,0.045344,-0.079665,0.03923,0.074694,-0.032538,-0.06837,0.14957
"PC 18:0_18:1",0.042943,-0.018859,0.048709,-0.012462,-0.088772,-0.0028513,0.013198,0.033657
"PC 19:1",0.050111,-0.14363,0.13236,0.094866,-0.097226,-0.040408,-0.005339,-0.11235
"PC 19:2",0.031215,-0.13659,0.14344,0.11583,-0.084852,-0.056087,-0.010896,-0.093657
"PC 21:4",-0.018394,-0.073746,0.083135,0.084321,-0.019362,-0.079018,0.027255,-0.085371
"PC 24:0",0.10222,-0.11847,-0.0028178,0.026398,-0.019846,0.031979,-0.049346,0.058277
"PC 28:0",0.056286,0.05189,0.012234,-0.061985,-0.01153,-0.022967,0.097679,-0.018651
"PC 29:0",0.060654,0.036162,-0.01233,-0.039811,0.0046855,0.028121,0.0093705,-0.039125
"PC 30:0",0.024759,0.024875,-0.049169,0.054225,-0.00078009,0.03616,0.01815,0.011559
"PC 30:6",-0.015904,0.04659,-0.092687,0.038958,0.059205,-0.04968,0.014164,0.11858
"PC 31:0",0.011405,0.055075,0.066444,-0.038331,-0.014807,0.037425,-0.038115,-0.017848
"PC 31:1",0.065792,0.029651,0.014695,-0.050785,-0.021145,0.048747,-0.012667,-0.066614
"PC 32:0",0.040814,-0.010373,0.040912,0.0205,-0.070414,0.04501,-0.024747,0.061285
"PC 32:1",0.088854,0.010537,0.049349,-0.073397,-0.0026779,0.025431,0.027374,-0.019844
"PC 32:2",0.052481,-0.025756,0.01902,-0.077148,0.033705,-0.01344,0.019441,0.018545
"PC 33:0",0.029142,0.018743,0.083418,-0.024666,-0.041689,0.040298,-0.031423,-0.00022659
"PC 33:1",0.070463,0.0053773,0.061857,-0.074822,-0.01328,0.032425,-0.0021127,-0.025376
"PC 33:2",0.018642,-0.0017781,0.075617,-0.092469,0.06214,0.0047034,-0.038134,-0.0042168
"PC 33:3",-0.031417,0.010743,-0.0091074,0.040617,-0.035253,0.047639,-0.10174,0.021302
"PC 34:0",0.015122,0.014871,0.093107,-0.036518,-0.081299,0.049637,-0.014038,0.05202
"PC 34:1",0.062865,-0.028634,0.012628,-0.014793,-0.056309,0.0184,0.011382,0.024463
"PC 34:2",0.01627,-0.040492,-0.0034558,-0.0046747,0.00036871,0.003258,-0.031263,0.052429
"PC 34:3 Isomer B",0.020615,0.010995,0.087378,-0.10213,0.05075,-0.0050309,-0.0087779,0.022095
"PC 34:4",0.0068872,-0.010969,-0.012721,-0.10191,0.12853,-0.027071,0.037757,-0.062735
"PC 35:1",0.051589,-0.015213,0.10498,-0.062259,-0.045952,0.019519,-0.0031181,0.00053095
