"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 16:0_14:0",0.067847,0.042058,0.02594,-0.049023,0.00097176,0.01669,-0.0061297,0.031955
"PC 16:0_18:2",0.021009,-0.045871,-0.020872,0.011192,-0.027873,0.02386,-0.020939,0.04665
"PC 16:0_22:6",-0.062926,0.0021062,-0.0021214,-0.0091823,0.09303,-0.077962,0.011894,-0.0040545
"PC 16:0_5-oxovaleryl",0.053794,-0.05781,-0.040029,0.0047409,0.1705,-0.03415,-0.073517,0.059964
"PC 16:0_azealic acid (PCPAz-PC)",0.08295,-0.029568,-0.046838,0.061523,0.024822,0.01105,-0.040951,0.078159
"PC 16:0_glutaric acid",0.0717,-0.060523,-0.032892,-0.013623,0.12038,0.0093035,-0.068241,0.01988
"PC 16:0/9:0 CHO",0.053583,0.04486,-0.07697,0.036019,0.064069,-0.027281,-0.065731,0.1467
"PC 18:0_18:1",0.039011,-0.021436,0.048199,-0.014443,-0.084239,-0.0051126,0.014599,0.041384
"PC 19:1",0.043295,-0.14821,0.1327,0.087272,-0.086957,-0.039301,0.0081984,-0.14399
"PC 19:2",0.024245,-0.14069,0.14188,0.10827,-0.070774,-0.053144,0.0051458,-0.13749
"PC 21:4",-0.023616,-0.077086,0.075921,0.078738,-0.0049084,-0.074703,0.044731,-0.13406
"PC 24:0",0.10242,-0.1219,0.0057728,0.020149,-0.025649,0.036556,-0.043306,0.050199
"PC 28:0",0.053732,0.048316,0.012354,-0.052726,-0.005596,-0.029674,0.077347,0.031711
"PC 29:0",0.05737,0.031438,-0.011664,-0.032895,0.0071733,0.02533,-0.0036725,0.0024624
"PC 30:0",0.022836,0.020915,-0.052225,0.052824,-0.0062482,0.036019,0.023847,0.026397
"PC 30:6",-0.0091762,0.046792,-0.093278,0.038217,0.055309,-0.045558,0.01702,0.11269
"PC 31:0",0.0055576,0.055058,0.064123,-0.033673,-0.010295,0.03344,-0.048072,0.0021138
"PC 31:1",0.06507,0.029169,0.020529,-0.044873,-0.024153,0.044388,-0.028612,-0.030872
"PC 32:0",0.042226,-0.0072003,0.046616,0.01622,-0.075625,0.04435,-0.023181,0.04825
"PC 32:1",0.090893,0.013999,0.057858,-0.071518,-0.013635,0.019801,0.013636,0.014813
"PC 32:2",0.055706,-0.023526,0.02643,-0.07395,0.030045,-0.014627,0.0062393,0.028073
"PC 33:0",0.023765,0.018077,0.083229,-0.022341,-0.034532,0.039057,-0.036106,0.007198
"PC 33:1",0.066778,0.0044424,0.064709,-0.071575,-0.013393,0.028352,-0.012918,0.010116
"PC 33:2",0.014519,-0.001316,0.073536,-0.090032,0.067476,0.0058857,-0.040861,-0.006255
"PC 33:3",-0.034506,0.01021,-0.012015,0.038478,-0.037316,0.047282,-0.095191,0.018323
"PC 34:0",0.010486,0.016836,0.092891,-0.036736,-0.075614,0.047064,-0.016619,0.047498
"PC 34:1",0.062577,-0.029445,0.01716,-0.016577,-0.059829,0.016533,0.009352,0.038669
"PC 34:2",0.01813,-0.039321,-0.000093901,-0.0078491,-0.002778,0.0057533,-0.028451,0.033493
"PC 34:3 Isomer B",0.022835,0.017649,0.091778,-0.1002,0.048018,-0.0065343,-0.018754,0.016878
"PC 34:4",0.01063,-0.009017,-0.0093624,-0.096693,0.12666,-0.026065,0.026508,-0.056581
"PC 35:1",0.046237,-0.015892,0.10639,-0.06066,-0.03919,0.016673,-0.0096161,0.019122
"PC 35:2",0.001427,-0.0030699,0.0016668,0.014369,0.012071,0.0080527,-0.019588,0.04852
"PC 35:2 Isomer B",-0.0059525,-0.0046604,0.10336,-0.078499,0.019846,-0.01253,-0.0379,-0.0034327
"PC 35:3",0.0047417,0.019822,0.066028,-0.10415,0.041867,-0.0093542,-0.010138,0.018847
"PC 35:4",-0.01999,-0.018402,-0.01375,-0.019995,0.066083,-0.061776,0.049801,-0.08815
"PC 36:0",-0.0029159,0.038644,0.080022,-0.011855,-0.10656,0.013157,0.029625,0.0013827
"PC 36:1",0.028262,-0.029407,0.069827,-0.015923,-0.0803,0.022645,-0.0016101,0.060076
"PC 36:2",0.01345,-0.02722,0.12241,-0.090589,-0.019209,-0.011589,0.0025761,0.047068
"PC 36:3 Isomer B",-0.01023,0.00098158,0.017538,-0.057833,-0.0020033,-0.019765,-0.00374,-0.0085453
"PC 36:4 Isomer A",-0.033965,0.039488,0.096558,-0.078417,-0.021241,-0.038412,0.029247,0.036294
"PC 36:4 Isomer B",-0.050091,-0.035553,0.010818,-0.083977,0.13535,-0.039032,0.00046202,-0.047634
"PC 36:4 Isomer C",-0.052796,-0.0085672,0.07588,-0.1395,0.15727,-0.042139,0.010631,-0.070282
"PC 36:5 Isomer D",-0.055578,0.062721,0.1104,-0.11227,0.10884,-0.054968,-0.043099,0.014224
"PC 37:3",-0.0091094,-0.0040033,0.052906,-0.08464,0.051587,-0.020825,-0.029096,-0.0017446
"PC 37:4",-0.059226,-0.0083263,0.074462,-0.097383,0.14398,-0.044892,-0.011339,-0.04084
"PC 38:1",0.033,-0.033295,0.10831,-0.033863,-0.11757,0.0055666,0.046255,0.014192
"PC 38:2",-0.0022403,-0.049464,-0.026084,0.043519,-0.017834,0.0013246,0.02562,0.036218
"PC 38:3",-0.00093578,0.013891,0.002487,-0.012247,-0.0062466,0.0056555,-0.047013,0.065879
"PC 38:4 Isomer B",-0.071998,-0.018179,-0.0041018,-0.037257,0.095699,-0.041401,0.0075776,-0.0098343
"PC 38:4 Isomer C",-0.067974,-0.026709,0.058475,-0.10157,0.13905,-0.045977,0.0031791,-0.028708
"PC 38:5 Isomer A",-0.063638,0.02497,0.10716,-0.10523,0.10286,-0.058751,0.032935,-0.030986
"PC 38:5 Isomer B",-0.063308,0.033901,0.10432,-0.11189,0.085201,-0.039331,0.012927,0.0045137
